SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Sep 25 10:29:58 GMT-03:00 2024
User: Lavfis
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4F02573
Integration Time (usec): 100000 (USB4F02573)
Spectra Averaged: 1 (USB4F02573)
Boxcar Smoothing: 0 (USB4F02573)
Correct for Electrical Dark: No (USB4F02573)
Strobe/Lamp Enabled: No (USB4F02573)
Correct for Detector Non-linearity: No (USB4F02573)
Correct for Stray Light: No (USB4F02573)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345,22	1353,71
345,44	1353,71
345,66	1353,71
345,88	1359,85
346,10	1368,04
346,32	1544,17
346,54	1492,97
346,75	1486,83
346,97	1515,50
347,19	1538,02
347,41	1550,31
347,63	1544,17
347,85	1609,70
348,07	1589,22
348,29	1644,52
348,51	1542,12
348,73	1478,63
348,95	1488,87
349,16	1468,39
349,38	1523,69
349,60	1527,78
349,82	1523,69
350,04	1533,93
350,26	1599,46
350,48	1544,17
350,70	1538,02
350,92	1521,64
351,14	1525,74
351,35	1607,66
351,57	1570,79
351,79	1507,30
352,01	1548,26
352,23	1550,31
352,45	1550,31
352,67	1564,65
352,89	1511,40
353,10	1505,26
353,32	1562,60
353,54	1505,26
353,76	1546,22
353,98	1581,03
354,20	1566,70
354,42	1513,45
354,64	1560,55
354,85	1583,08
355,07	1511,40
355,29	1554,41
355,51	1482,73
355,73	1554,41
355,95	1486,83
356,17	1624,04
356,38	1497,07
356,60	1509,35
356,82	1581,03
357,04	1474,54
357,26	1597,42
357,48	1619,94
357,69	1638,38
357,91	1523,69
358,13	1570,79
358,35	1591,27
358,57	1560,55
358,79	1654,76
359,01	1538,02
359,22	1566,70
359,44	1574,89
359,66	1527,78
359,88	1482,73
360,10	1529,83
360,32	1427,43
360,53	1538,02
360,75	1613,80
360,97	1527,78
361,19	1585,13
361,41	1560,55
361,62	1564,65
361,84	1626,09
362,06	1533,93
362,28	1454,06
362,50	1589,22
362,72	1566,70
362,93	1499,11
363,15	1515,50
363,37	1535,98
363,59	1576,94
363,81	1492,97
364,02	1617,90
364,24	1538,02
364,46	1576,94
364,68	1460,20
364,90	1630,18
365,11	1599,46
365,33	1681,38
365,55	1449,96
365,77	1560,55
365,99	1495,02
366,20	1669,09
366,42	1531,88
366,64	1478,63
366,86	1628,14
367,07	1617,90
367,29	1548,26
367,51	1507,30
367,73	1449,96
367,95	1562,60
368,16	1564,65
368,38	1566,70
368,60	1542,12
368,82	1574,89
369,03	1701,86
369,25	1597,42
369,47	1562,60
369,69	1511,40
369,91	1581,03
370,12	1548,26
370,34	1519,59
370,56	1544,17
370,78	1607,66
370,99	1634,28
371,21	1554,41
371,43	1499,11
371,65	1517,54
371,86	1570,79
372,08	1601,51
372,30	1495,02
372,52	1642,47
372,73	1492,97
372,95	1634,28
373,17	1535,98
373,39	1624,04
373,60	1519,59
373,82	1540,07
374,04	1484,78
374,26	1548,26
374,47	1542,12
374,69	1540,07
374,91	1556,46
375,12	1562,60
375,34	1439,72
375,56	1560,55
375,78	1460,20
375,99	1488,87
376,21	1691,62
376,43	1564,65
376,65	1654,76
376,86	1611,75
377,08	1425,39
377,30	1634,28
377,51	1486,83
377,73	1499,11
377,95	1484,78
378,17	1542,12
378,38	1572,84
378,60	1558,50
378,82	1607,66
379,03	1656,81
379,25	1544,17
379,47	1613,80
379,68	1478,63
379,90	1482,73
380,12	1574,89
380,34	1517,54
380,55	1560,55
380,77	1624,04
380,99	1542,12
381,20	1603,56
381,42	1519,59
381,64	1501,16
381,85	1609,70
382,07	1603,56
382,29	1529,83
382,50	1593,32
382,72	1619,94
382,94	1503,21
383,15	1544,17
383,37	1515,50
383,59	1599,46
383,80	1443,82
384,02	1593,32
384,24	1529,83
384,45	1617,90
384,67	1609,70
384,89	1458,15
385,10	1523,69
385,32	1583,08
385,54	1597,42
385,75	1538,02
385,97	1609,70
386,19	1677,29
386,40	1581,03
386,62	1533,93
386,84	1630,18
387,05	1523,69
387,27	1515,50
387,49	1482,73
387,70	1624,04
387,92	1548,26
388,14	1552,36
388,35	1556,46
388,57	1519,59
388,79	1613,80
389,00	1521,64
389,22	1546,22
389,43	1544,17
389,65	1589,22
389,87	1531,88
390,08	1503,21
390,30	1583,08
390,52	1636,33
390,73	1585,13
390,95	1472,49
391,17	1587,18
391,38	1540,07
391,60	1615,85
391,81	1570,79
392,03	1523,69
392,25	1462,25
392,46	1470,44
392,68	1566,70
392,89	1441,77
393,11	1578,98
393,33	1570,79
393,54	1630,18
393,76	1642,47
393,98	1511,40
394,19	1566,70
394,41	1490,92
394,62	1415,15
394,84	1540,07
395,06	1443,82
395,27	1546,22
395,49	1523,69
395,70	1644,52
395,92	1523,69
396,13	1521,64
396,35	1576,94
396,57	1499,11
396,78	1484,78
397,00	1452,01
397,21	1558,50
397,43	1566,70
397,65	1542,12
397,86	1628,14
398,08	1585,13
398,29	1621,99
398,51	1519,59
398,72	1587,18
398,94	1654,76
399,16	1619,94
399,37	1595,37
399,59	1601,51
399,80	1533,93
400,02	1523,69
400,23	1572,84
400,45	1581,03
400,67	1662,95
400,88	1576,94
401,10	1511,40
401,31	1513,45
401,53	1501,16
401,74	1529,83
401,96	1449,96
402,17	1517,54
402,39	1529,83
402,61	1542,12
402,82	1495,02
403,04	1603,56
403,25	1468,39
403,47	1593,32
403,68	1495,02
403,90	1644,52
404,11	1492,97
404,33	1535,98
404,54	1517,54
404,76	1533,93
404,97	1544,17
405,19	1589,22
405,41	1511,40
405,62	1581,03
405,84	1558,50
406,05	1621,99
406,27	1445,87
406,48	1628,14
406,70	1535,98
406,91	1503,21
407,13	1546,22
407,34	1468,39
407,56	1675,24
407,77	1585,13
407,99	1578,98
408,20	1652,71
408,42	1548,26
408,63	1546,22
408,85	1531,88
409,06	1591,27
409,28	1675,24
409,49	1482,73
409,71	1544,17
409,92	1572,84
410,14	1538,02
410,35	1677,29
410,57	1648,61
410,78	1531,88
411,00	1562,60
411,21	1585,13
411,43	1531,88
411,64	1531,88
411,86	1519,59
412,07	1568,74
412,29	1578,98
412,50	1576,94
412,72	1589,22
412,93	1667,05
413,15	1572,84
413,36	1533,93
413,58	1644,52
413,79	1564,65
414,01	1544,17
414,22	1523,69
414,43	1599,46
414,65	1576,94
414,86	1531,88
415,08	1615,85
415,29	1656,81
415,51	1576,94
415,72	1548,26
415,94	1548,26
416,15	1531,88
416,37	1640,42
416,58	1423,34
416,80	1562,60
417,01	1468,39
417,22	1578,98
417,44	1585,13
417,65	1523,69
417,87	1564,65
418,08	1656,81
418,30	1540,07
418,51	1607,66
418,73	1546,22
418,94	1482,73
419,15	1552,36
419,37	1523,69
419,58	1458,15
419,80	1497,07
420,01	1572,84
420,23	1562,60
420,44	1566,70
420,65	1603,56
420,87	1583,08
421,08	1529,83
421,30	1609,70
421,51	1464,30
421,73	1503,21
421,94	1484,78
422,15	1480,68
422,37	1550,31
422,58	1449,96
422,80	1535,98
423,01	1523,69
423,22	1456,11
423,44	1503,21
423,65	1538,02
423,87	1482,73
424,08	1628,14
424,29	1533,93
424,51	1474,54
424,72	1621,99
424,94	1413,10
425,15	1540,07
425,36	1552,36
425,58	1572,84
425,79	1617,90
426,01	1648,61
426,22	1533,93
426,43	1619,94
426,65	1515,50
426,86	1490,92
427,08	1550,31
427,29	1542,12
427,50	1515,50
427,72	1552,36
427,93	1468,39
428,14	1511,40
428,36	1548,26
428,57	1564,65
428,79	1503,21
429,00	1578,98
429,21	1605,61
429,43	1581,03
429,64	1624,04
429,85	1480,68
430,07	1654,76
430,28	1490,92
430,49	1492,97
430,71	1558,50
430,92	1552,36
431,14	1490,92
431,35	1609,70
431,56	1562,60
431,78	1556,46
431,99	1605,61
432,20	1550,31
432,42	1486,83
432,63	1613,80
432,84	1527,78
433,06	1576,94
433,27	1591,27
433,48	1591,27
433,70	1605,61
433,91	1669,09
434,12	1454,06
434,34	1615,85
434,55	1615,85
434,76	1531,88
434,98	1601,51
435,19	1554,41
435,40	1423,34
435,62	1533,93
435,83	1701,86
436,04	1507,30
436,26	1599,46
436,47	1552,36
436,68	1439,72
436,90	1560,55
437,11	1578,98
437,32	1503,21
437,54	1527,78
437,75	1531,88
437,96	1566,70
438,17	1574,89
438,39	1548,26
438,60	1593,32
438,81	1540,07
439,03	1583,08
439,24	1497,07
439,45	1646,57
439,67	1462,25
439,88	1554,41
440,09	1511,40
440,30	1583,08
440,52	1484,78
440,73	1544,17
440,94	1535,98
441,16	1509,35
441,37	1550,31
441,58	1503,21
441,80	1538,02
442,01	1505,26
442,22	1587,18
442,43	1488,87
442,65	1619,94
442,86	1587,18
443,07	1589,22
443,28	1476,59
443,50	1562,60
443,71	1517,54
443,92	1562,60
444,14	1490,92
444,35	1552,36
444,56	1556,46
444,77	1445,87
444,99	1533,93
445,20	1515,50
445,41	1599,46
445,62	1523,69
445,84	1630,18
446,05	1544,17
446,26	1632,23
446,47	1677,29
446,69	1464,30
446,90	1521,64
447,11	1585,13
447,32	1531,88
447,54	1501,16
447,75	1503,21
447,96	1572,84
448,17	1581,03
448,39	1562,60
448,60	1519,59
448,81	1652,71
