SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Sep 25 10:27:04 GMT-03:00 2024
User: Lavfis
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4F02573
Integration Time (usec): 100000 (USB4F02573)
Spectra Averaged: 1 (USB4F02573)
Boxcar Smoothing: 0 (USB4F02573)
Correct for Electrical Dark: No (USB4F02573)
Strobe/Lamp Enabled: No (USB4F02573)
Correct for Detector Non-linearity: No (USB4F02573)
Correct for Stray Light: No (USB4F02573)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345,22	1376,24
345,44	1376,24
345,66	1376,24
345,88	1359,85
346,10	1310,70
346,32	1583,08
346,54	1449,96
346,75	1460,20
346,97	1460,20
347,19	1511,40
347,41	1509,35
347,63	1556,46
347,85	1507,30
348,07	1585,13
348,29	1613,80
348,51	1542,12
348,73	1546,22
348,95	1458,15
349,16	1464,30
349,38	1476,59
349,60	1525,74
349,82	1585,13
350,04	1468,39
350,26	1603,56
350,48	1621,99
350,70	1560,55
350,92	1525,74
351,14	1552,36
351,35	1605,61
351,57	1552,36
351,79	1570,79
352,01	1454,06
352,23	1560,55
352,45	1576,94
352,67	1546,22
352,89	1538,02
353,10	1552,36
353,32	1482,73
353,54	1593,32
353,76	1597,42
353,98	1587,18
354,20	1447,91
354,42	1542,12
354,64	1552,36
354,85	1624,04
355,07	1533,93
355,29	1519,59
355,51	1515,50
355,73	1501,16
355,95	1501,16
356,17	1578,98
356,38	1513,45
356,60	1560,55
356,82	1576,94
357,04	1515,50
357,26	1511,40
357,48	1636,33
357,69	1558,50
357,91	1525,74
358,13	1523,69
358,35	1540,07
358,57	1576,94
358,79	1667,05
359,01	1568,74
359,22	1519,59
359,44	1626,09
359,66	1593,32
359,88	1470,44
360,10	1517,54
360,32	1507,30
360,53	1564,65
360,75	1583,08
360,97	1656,81
361,19	1601,51
361,41	1648,61
361,62	1607,66
361,84	1585,13
362,06	1525,74
362,28	1507,30
362,50	1619,94
362,72	1595,37
362,93	1564,65
363,15	1497,07
363,37	1542,12
363,59	1564,65
363,81	1503,21
364,02	1667,05
364,24	1484,78
364,46	1589,22
364,68	1523,69
364,90	1599,46
365,11	1552,36
365,33	1589,22
365,55	1511,40
365,77	1544,17
365,99	1533,93
366,20	1683,43
366,42	1574,89
366,64	1499,11
366,86	1599,46
367,07	1597,42
367,29	1515,50
367,51	1521,64
367,73	1525,74
367,95	1597,42
368,16	1591,27
368,38	1640,42
368,60	1554,41
368,82	1609,70
369,03	1599,46
369,25	1607,66
369,47	1523,69
369,69	1480,68
369,91	1652,71
370,12	1478,63
370,34	1495,02
370,56	1533,93
370,78	1531,88
370,99	1652,71
371,21	1570,79
371,43	1515,50
371,65	1535,98
371,86	1548,26
372,08	1554,41
372,30	1523,69
372,52	1572,84
372,73	1556,46
372,95	1574,89
373,17	1558,50
373,39	1523,69
373,60	1507,30
373,82	1525,74
374,04	1572,84
374,26	1540,07
374,47	1540,07
374,69	1566,70
374,91	1599,46
375,12	1562,60
375,34	1544,17
375,56	1570,79
375,78	1585,13
375,99	1507,30
376,21	1603,56
376,43	1544,17
376,65	1570,79
376,86	1605,61
377,08	1490,92
377,30	1601,51
377,51	1585,13
377,73	1576,94
377,95	1519,59
