SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Sep 11 16:00:30 GMT-03:00 2024
User: Lavfis
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4F02573
Integration Time (usec): 100000 (USB4F02573)
Spectra Averaged: 1 (USB4F02573)
Boxcar Smoothing: 0 (USB4F02573)
Correct for Electrical Dark: No (USB4F02573)
Strobe/Lamp Enabled: No (USB4F02573)
Correct for Detector Non-linearity: No (USB4F02573)
Correct for Stray Light: No (USB4F02573)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345,22	1290,22
345,44	1290,22
345,66	1290,22
345,88	1275,88
346,10	1239,02
346,32	1517,54
346,54	1519,59
346,75	1437,67
346,97	1476,59
347,19	1490,92
347,41	1439,72
347,63	1447,91
347,85	1515,50
348,07	1515,50
348,29	1501,16
348,51	1406,95
348,73	1464,30
348,95	1396,71
349,16	1406,95
349,38	1439,72
349,60	1480,68
349,82	1540,07
350,04	1497,07
350,26	1566,70
350,48	1503,21
350,70	1609,70
350,92	1538,02
351,14	1544,17
351,35	1540,07
351,57	1515,50
351,79	1443,82
352,01	1462,25
352,23	1501,16
352,45	1521,64
352,67	1499,11
352,89	1517,54
353,10	1495,02
353,32	1529,83
353,54	1540,07
353,76	1521,64
353,98	1544,17
354,20	1495,02
354,42	1515,50
354,64	1564,65
354,85	1525,74
355,07	1464,30
355,29	1464,30
355,51	1480,68
355,73	1517,54
355,95	1441,77
356,17	1507,30
356,38	1435,63
356,60	1517,54
356,82	1499,11
357,04	1486,83
357,26	1462,25
357,48	1560,55
357,69	1466,35
357,91	1458,15
358,13	1535,98
358,35	1619,94
358,57	1544,17
358,79	1560,55
359,01	1540,07
359,22	1564,65
359,44	1531,88
359,66	1507,30
359,88	1505,26
360,10	1509,35
360,32	1497,07
360,53	1476,59
360,75	1585,13
360,97	1531,88
361,19	1621,99
361,41	1578,98
361,62	1597,42
361,84	1533,93
362,06	1472,49
362,28	1468,39
362,50	1595,37
362,72	1460,20
362,93	1486,83
363,15	1435,63
363,37	1507,30
363,59	1527,78
363,81	1431,53
364,02	1593,32
364,24	1507,30
364,46	1597,42
364,68	1466,35
364,90	1662,95
365,11	1662,95
365,33	1638,38
365,55	1527,78
365,77	1570,79
365,99	1484,78
366,20	1691,62
366,42	1628,14
366,64	1454,06
366,86	1542,12
367,07	1564,65
367,29	1527,78
