Indice,Voltagem
661,9.62854
662,7.91789
663,4.20332
664,5.08309
665,8.79765
666,9.09091
667,6.64712
668,4.93646
669,6.15836
670,8.16227
671,8.11339
672,6.64712
673,5.62072
674,6.69599
675,6.69599
676,6.25611
677,7.33138
678,6.94037
679,6.35386
680,6.30499
681,7.47801
682,8.11339
683,6.59824
684,4.98534
685,6.54936
686,8.50440
687,7.08700
688,4.83871
689,4.54545
690,8.26002
691,9.33529
692,5.22972
693,3.81232
694,7.57576
695,10.41056
696,6.15836
697,3.17693
698,6.20723
699,9.82405
700,7.52688
701,3.71457
702,5.03421
703,8.84653
704,10.89932
705,6.25611
706,3.47019
707,8.74878
708,9.72630
709,5.62072
710,3.51906
711,6.50049
712,9.04203
713,7.82014
714,5.22972
715,4.74096
716,8.16227
717,8.84653
718,6.30499
719,5.42522
720,6.74487
721,8.45552
722,5.71847
723,6.01173
724,6.45161
725,6.94037
726,7.13587
727,7.47801
728,7.23363
729,6.25611
730,6.01173
731,7.47801
732,7.96676
733,5.66960
734,4.78983
735,7.23363
736,8.79765
737,6.74487
738,4.30108
739,7.57576
740,9.92180
741,6.01173
742,3.81232
743,8.06452
744,10.70381
745,7.23363
746,3.32356
747,4.74096
748,9.18866
749,9.18866
750,6.06061
751,3.12805
752,6.40274
753,10.70381
754,7.18475
755,3.37243
756,6.69599
757,9.57967
758,8.30889
759,4.93646
760,4.74096
761,8.06452
762,9.62854
763,6.84262
764,4.83871
765,7.28250
766,8.69990
767,6.84262
768,5.62072
769,5.71847
770,7.28250
771,6.98925
772,6.15836
773,6.06061
774,6.59824
775,6.69599
776,7.18475
777,7.91789
778,7.47801
779,6.06061
780,5.76735
781,7.72238
782,8.55327
783,6.69599
784,4.64321
785,7.03812
786,9.62854
787,7.13587
788,4.10557
789,6.25611
790,10.01955
791,8.69990
792,4.05670
793,4.78983
794,9.97067
795,8.79765
796,4.78983
797,3.12805
798,5.91398
799,10.60606
800,9.87292
801,4.34995
802,4.59433
803,9.87292
804,10.16618
805,5.66960
806,3.76344
807,7.42913
808,9.57967
809,6.50049
810,4.00782
811,5.32747
812,8.79765
813,8.89541
814,5.96285
815,4.78983
816,6.50049
817,8.55327
818,8.01564
819,6.25611
820,5.71847
821,6.84262
822,6.89150
823,6.25611
824,7.18475
825,6.74487
826,6.54936
827,6.98925
828,8.11339
829,7.82014
830,6.15836
831,5.42522
832,7.42913
833,8.60215
834,6.10948
835,4.25220
836,6.98925
837,9.72630
838,8.21114
839,4.49658
840,4.64321
841,9.18866
842,10.21505
843,6.01173
844,3.56794
845,6.69599
846,9.82405
847,6.94037
848,3.17693
849,4.88759
850,10.41056
851,9.92180
852,4.78983
853,3.61681
854,7.33138
855,10.26393
856,7.52688
857,4.39883
858,3.95894
859,6.94037
860,9.13978
861,5.86510
862,4.39883
863,7.91789
864,9.09091
865,6.25611
866,5.18084
867,6.89150
868,8.40665
869,8.35777
870,6.74487
871,6.01173
872,6.84262
873,6.89150
874,7.38025
875,7.42913
876,7.08700
877,6.45161
878,6.50049
879,7.96676
880,8.30889
881,6.74487
882,5.03421
883,7.08700
884,9.04203
885,5.42522
886,5.76735
887,10.16618
888,8.11339
889,3.81232
890,6.79374
891,10.50831
892,7.52688
893,3.81232
894,4.88759
895,10.21505
896,8.94428
897,4.30108
898,3.47019
899,7.33138
900,10.65494
901,8.65103
902,4.15445
903,4.59433
904,9.04203
905,9.57967
906,5.37634
907,4.05670
908,6.94037
909,9.28641
910,7.86901
911,4.74096
912,5.42522
913,8.55327
914,8.69990
915,6.79374
916,5.62072
917,6.89150
918,8.01564
919,7.77126
920,6.69599
921,6.50049
922,6.64712
923,6.25611
924,6.64712
925,6.98925
926,6.64712
927,5.71847
928,6.64712
929,8.84653
930,7.77126
931,4.78983
932,7.03812
933,9.43304
934,7.82014
935,4.49658
936,4.93646
937,8.84653
938,9.62854
939,4.64321
940,3.51906
941,5.66960
942,9.92180
943,8.74878
944,4.10557
945,4.00782
946,9.82405
947,9.13978
948,4.83871
949,3.22581
950,5.32747
951,9.38416
952,9.57967
953,4.10557
954,4.69208
955,9.62854
956,8.99316
957,5.52297
958,4.25220
959,8.16227
960,9.04203
961,7.13587
962,4.78983
963,5.71847
964,7.77126
965,8.84653
966,6.74487
967,5.62072
968,6.84262
969,7.72238
970,7.13587
971,6.84262
972,6.64712
973,6.69599
974,6.10948
975,6.74487
976,7.47801
977,6.59824
978,5.71847
979,8.16227
980,8.65103
981,6.25611
982,4.74096
983,8.21114
984,9.48192
985,5.37634
986,3.71457
987,6.01173
988,9.82405
989,7.08700
990,3.37243
991,6.74487
992,10.75269
993,6.74487
994,3.71457
995,4.49658
996,10.11730
997,9.92180
998,4.59433
999,3.71457
1000,6.59824
1001,9.28641
1002,9.09091
1003,4.74096
1004,4.44770
1005,9.18866
1006,10.06843
1007,5.66960
1008,4.59433
1009,7.47801
1010,9.13978
1011,7.72238
1012,5.47410
1013,5.42522
1014,7.08700
1015,7.67351
1016,6.79374
1017,6.25611
1018,6.79374
1019,7.52688
1020,7.52688
1021,7.23363
1022,6.94037
1023,6.45161
1024,6.89150
1025,8.06452
1026,8.11339
1027,5.86510
1028,5.32747
1029,7.52688
1030,7.13587
1031,5.22972
1032,4.44770
1033,6.40274
1034,10.21505
1035,6.45161
1036,4.39883
1037,4.10557
1038,8.55327
1039,9.09091
1040,5.13196
1041,3.81232
1042,8.69990
1043,9.57967
1044,4.88759
1045,3.27468
1046,6.84262
1047,10.89932
1048,9.43304
1049,4.69208
1050,3.66569
1051,7.52688
1052,10.70381
1053,6.06061
1054,3.91007
1055,7.72238
1056,8.79765
1057,6.45161
1058,4.88759
1059,6.59824
1060,8.89541
1061,8.21114
1062,6.10948
1063,6.25611
1064,7.62463
1065,7.62463
1066,6.98925
1067,6.59824
1068,6.64712
1069,6.50049
1070,6.79374
1071,7.33138
1072,6.40274
1073,5.81623
1074,7.28250
1075,8.50440
1076,6.94037
1077,5.08309
1078,6.54936
1079,9.43304
1080,7.86901
1081,4.34995
1082,5.13196
1083,8.60215
1084,8.60215
1085,4.93646
1086,3.95894
1087,8.11339
1088,11.04594
1089,7.52688
1090,3.32356
1091,5.96285
1092,10.60606
1093,9.18866
1094,4.34995
1095,3.81232
1096,8.21114
1097,10.16618
1098,6.79374
1099,3.51906
1100,6.15836
1101,10.11730
1102,8.74878
1103,4.10557
1104,5.96285
1105,7.91789
1106,10.01955
1107,7.33138
1108,4.39883
1109,6.20723
1110,8.21114
1111,7.18475
1112,5.37634
1113,6.30499
1114,7.72238
1115,7.91789
1116,7.03812
1117,6.69599
1118,6.64712
1119,6.79374
1120,7.13587
1121,7.52688
1122,6.64712
1123,5.57185
1124,6.25611
1125,8.16227
1126,7.13587
1127,4.93646
1128,6.94037
1129,9.72630
1130,7.82014
1131,4.34995
1132,5.22972
1133,9.38416
1134,10.70381
1135,5.91398
1136,3.56794
1137,6.94037
1138,9.92180
1139,7.33138
1140,3.37243
1141,5.76735
1142,10.94819
1143,9.13978
1144,4.25220
1145,4.30108
1146,8.89541
1147,10.41056
1148,6.35386
1149,3.71457
1150,7.57576
1151,9.72630
1152,7.28250
1153,4.15445
1154,6.54936
1155,9.67742
1156,8.55327
1157,5.71847
1158,5.42522
1159,7.23363
1160,8.69990
1161,7.72238
1162,6.15836
1163,6.59824
1164,7.77126
1165,6.50049
1166,6.30499
1167,6.50049
1168,6.20723
1169,6.89150
1170,7.91789
1171,8.45552
1172,6.98925
1173,5.32747
1174,7.23363
1175,9.33529
1176,7.96676
1177,4.74096
1178,6.06061
1179,9.48192
1180,8.26002
1181,4.69208
1182,3.91007
1183,7.47801
1184,10.21505
1185,8.69990
1186,3.56794
1187,6.20723
1188,10.11730
1189,7.13587
1190,3.27468
1191,6.20723
1192,10.99707
1193,8.40665
1194,4.69208
1195,3.27468
1196,6.01173
1197,9.57967
1198,9.04203
1199,4.34995
1200,5.81623
1201,9.62854
1202,9.48192
1203,5.37634
1204,5.13196
1205,7.52688
1206,8.79765
1207,6.40274
1208,5.71847
1209,5.57185
1210,8.16227
1211,6.40274
1212,6.25611
1213,6.79374
1214,7.23363
1215,7.57576
1216,7.18475
1217,6.84262
1218,6.10948
1219,6.89150
1220,8.45552
1221,7.57576
1222,5.47410
1223,4.93646
1224,6.84262
1225,8.65103
1226,5.81623
1227,4.39883
1228,6.98925
1229,9.97067
1230,9.48192
1231,5.42522
1232,4.20332
1233,9.23754
1234,10.16618
1235,5.47410
1236,3.66569
1237,9.38416
1238,9.33529
1239,4.25220
1240,3.71457
1241,8.79765
1242,10.75269
1243,8.69990
1244,4.88759
1245,4.49658
1246,8.55327
1247,10.60606
1248,7.72238
1249,4.10557
1250,6.30499
1251,9.18866
1252,7.96676
1253,5.32747
1254,4.49658
1255,7.23363
1256,9.23754
1257,6.98925
1258,5.96285
1259,7.23363
1260,7.96676
1261,7.03812
1262,6.74487
1263,6.64712
1264,6.69599
1265,6.84262
